Complex Name,Address,Arena,Community Centre,Indoor Pool,Indoor Soccer,Library,Outdoor Pool,Fitness Leisure Centre,Skate Park,Spray Pad,Wading Pool,Location 1,Geometry
T. R.  Hodgson Park,303 Lockwood St,false,false,false,false,false,false,false,false,false,true,"(49.868734800470214, -97.20332841481152)","MULTIPOLYGON (((-97.203979428114 49.868142678711, -97.203428966153 49.868120968958, -97.203428918519 49.868121472833, -97.203344279962 49.868117628768, -97.202793820041 49.868095916025, -97.202780884522 49.868232698555, -97.20276794892 49.868369481079, -97.202755014625 49.868506263619, -97.202742078822 49.868643047031, -97.202729144361 49.86877982956, -97.202716208425 49.868916612063, -97.202711033756 49.868971324878, -97.202677401509 49.86932695956, -97.202875016027 49.869334747967, -97.203072629226 49.869342536016, -97.203270243888 49.869350323751, -97.203467858623 49.869358111149, -97.203665472039 49.869365898189, -97.203863086919 49.869373684915, -97.203896697555 49.869018061289, -97.203901868044 49.868963350161, -97.203914794919 49.868826571899, -97.203927721744 49.868689792733, -97.203940648453 49.86855301446, -97.203953575079 49.868416236182, -97.203966501621 49.868279457899, -97.203979428114 49.868142678711)))"
Dufferin Park,605 Alexander Ave,false,false,false,false,false,false,false,false,false,true,"(49.906927062618706, -97.15130176728266)","MULTIPOLYGON (((-97.152116245569 49.906683167258, -97.15191505048 49.906618659191, -97.151713855901 49.90655415168, -97.151512661865 49.906489643825, -97.151311468373 49.906425135626, -97.15111027546 49.906360626184, -97.150923381872 49.906603751073, -97.15079878416 49.906765834132, -97.150674186994 49.906927917066, -97.150487288996 49.907171040281, -97.150688444679 49.9072355331, -97.150889599548 49.907300024654, -97.151090754926 49.907364516764, -97.151291910882 49.907429007631, -97.151493067348 49.907493499053, -97.151680023333 49.907250399458, -97.151804659122 49.907088333168, -97.151929295456 49.906926266753, -97.152116245569 49.906683167258)))"
Kirkfield-Westwood C.C - McBey Site,3160 McBey Ave,false,true,false,false,false,false,false,false,false,false,"(49.87665402269307, -97.28737344378554)","MULTIPOLYGON (((-97.288100427521 49.877485643002, -97.288188201648 49.876739939702, -97.28812097826 49.876735589118, -97.288228147773 49.875826716278, -97.286718602454 49.875785822353, -97.286707819944 49.875879312794, -97.286692063929 49.876015937679, -97.286676307783 49.876152563458, -97.286660551571 49.876289188331, -97.28664479526 49.876425813199, -97.28662903885 49.87656243806, -97.286613282342 49.876699062914, -97.286597525703 49.876835688662, -97.286581768997 49.876972313505, -97.286566010802 49.877108938321, -97.286550253899 49.877245563151, -97.286534496898 49.877382187975, -97.286518739798 49.877518812793, -97.286586362104 49.877522223033, -97.286598969678 49.87741288876, -97.287090334681 49.877436700375, -97.287369353356 49.877450220721, -97.288032917146 49.877482372159, -97.288100427521 49.877485643002)))"
Marjorie Park,245 Marjorie St,false,false,false,false,false,false,false,false,false,true,"(49.88085391416131, -97.2132555793869)","MULTIPOLYGON (((-97.212833183268 49.880558284819, -97.212794560365 49.880982085844, -97.213201857608 49.880997696436, -97.213269540602 49.88100033366, -97.213257149344 49.881134292837, -97.213664252479 49.881149543503, -97.213716598409 49.88059181882, -97.212833183268 49.880558284819)))"
Gateway C.C,1717 Gateway Rd,true,true,false,true,false,false,false,false,false,false,"(49.94524253914371, -97.04713873721076)","MULTIPOLYGON (((-97.044722262566 49.944025261309, -97.044749735818 49.943999933177, -97.044737399083 49.943994446416, -97.04472506235 49.943988959654, -97.044707139248 49.943979477417, -97.044693904266 49.943969923526, -97.044682861718 49.943959198709, -97.044675131026 49.943948899966, -97.044670953024 49.943941344886, -97.044667106778 49.943931204767, -97.044300308613 49.943974737842, -97.043648045484 49.943684582509, -97.043634125626 49.943743950563, -97.044084778553 49.943944390704, -97.043949304021 49.944070931161, -97.043799585692 49.944210775114, -97.043646697819 49.944353578513, -97.043493809011 49.944496381719, -97.043474496326 49.944514421009, -97.043967328421 49.944734110232, -97.043979400484 49.944722832617, -97.04418560822 49.94481476101, -97.043872002139 49.945107882005, -97.048077656003 49.946981403309, -97.050802978096 49.944831002946, -97.048621663058 49.943861539472, -97.048921945997 49.943580173741, -97.048749847104 49.943503674979, -97.047526007917 49.944650373199, -97.046378917717 49.944140609405, -97.046346245938 49.944026253749, -97.046343939649 49.944026503302, -97.04634163336 49.944026752855, -97.046337051685 49.944027151918, -97.046333261331 49.944027410105, -97.046329453828 49.944027604454, -97.046326869275 49.944027699466, -97.046323709578 49.944027775224, -97.046320639472 49.944027806357, -97.04631766588 49.944027796638, -97.046314867734 49.944027751652, -97.046312301292 49.944027679794, -97.046309208429 49.944027554198, -97.046306023646 49.944027380151, -97.046303011456 49.944027173557, -97.046300219224 49.944026945361, -97.046297256526 49.944026664338, -97.046294270109 49.944026340173, -97.046291506922 49.944026003295, -97.046288646133 49.944025616679, -97.046285776318 49.944025189677, -97.046282889995 49.944024720094, -97.046280047171 49.944024217643, -97.046277301162 49.944023694035, -97.04627596542 49.944023425544, -97.046273005999 49.944022798013, -97.04627028333 49.944022180245, -97.046267415774 49.944021486772, -97.046264482462 49.944020730853, -97.046261561949 49.944019930246, -97.046258678699 49.944019091563, -97.046257035711 49.944018591642, -97.046255975662 49.944018260448, -97.046253735728 49.944017537893, -97.046251671273 49.944016844053, -97.04625013238 49.94401630903, -97.046248443353 49.944015703898, -97.046247233895 49.944015258839, -97.046245926401 49.944014766472, -97.0462445762 49.94401424555, -97.046243062215 49.944013646063, -97.046241649076 49.944013071527, -97.046239280391 49.944012075155, -97.046237430361 49.944011267012, -97.046234048683 49.94400977838, -97.04623094464 49.944008438154, -97.046226110663 49.944006399917, -97.046219074849 49.944003537714, -97.046212134381 49.944000829403, -97.046205572949 49.943998372779, -97.046197448279 49.943995468374, -97.046192955286 49.94399391905, -97.046186280042 49.943991701543, -97.046180589279 49.943989889211, -97.046173317307 49.943987660433, -97.046166427398 49.943985645336, -97.046155244236 49.943982573345, -97.046143074319 49.943979503616, -97.046131307759 49.943976774039, -97.046119652714 49.94397431693, -97.046106280064 49.943971782357, -97.046095166252 49.943969901138, -97.046084929612 49.943968345776, -97.04608283548 49.943968048219, -97.046051316591 49.943968461437, -97.046022006063 49.943972668797, -97.045990237142 49.94397761827, -97.045958373158 49.943984916779, -97.045933214283 49.943991544729, -97.045904822258 49.944000859064, -97.045903681924 49.944001233163, -97.045879609637 49.944011013609, -97.045854819758 49.944023524377, -97.045831163999 49.944038013126, -97.045810061487 49.9440512942, -97.045786184078 49.944069380551, -97.045785586656 49.944069946341, -97.04574596125 49.944107473658, -97.045505192713 49.944335492384, -97.045459807181 49.944378474239, -97.0450054303 49.944790012703, -97.044914408746 49.944833923827, -97.044873955322 49.944843427858, -97.04481515434 49.944841261039, -97.044753716263 49.944829255361, -97.044124319662 49.944555367915, -97.044079754152 49.944531501477, -97.044056311528 49.94451073376, -97.044044094553 49.944497599118, -97.044035295649 49.944490006975, -97.044025584703 49.944474955733, -97.044015978867 49.944464803443, -97.044006373036 49.944454651152, -97.044005456954 49.944432304554, -97.044012316704 49.94441283155, -97.044018744216 49.944389041734, -97.044030552544 49.944367301559, -97.044059982225 49.944330187655, -97.044089939247 49.944295041512, -97.044139052127 49.944251599446, -97.044157038149 49.944227221042, -97.044214997347 49.944190196554, -97.044284979002 49.94415611724, -97.04431599468 49.944139794069, -97.044346740785 49.944130126509, -97.044420239648 49.94411412806, -97.04452975434 49.944093252125, -97.044560436957 49.944085150535, -97.044551963554 49.944099503291, -97.044588411708 49.944098942642, -97.044654979108 49.944074208113, -97.044694789285 49.944050589434, -97.044722262566 49.944025261309)))"
Gary Hobson Memorial Park / Fort Garry C.C,880 Oakenwald Ave,false,true,false,false,false,true,false,true,false,true,"(49.84116183143068, -97.14930058672894)","MULTIPOLYGON (((-97.151378277315 49.84067270357, -97.152356407575 49.840345497833, -97.152317568053 49.840296782741, -97.151564308196 49.840547964284, -97.151039994143 49.839890303836, -97.151793246311 49.839639125589, -97.151754409297 49.839590410337, -97.151230019092 49.839765273251, -97.150970918702 49.839444531348, -97.150895831811 49.839469901105, -97.150991411953 49.83958845105, -97.150800697622 49.839652765043, -97.151170239991 49.840111111924, -97.150177192245 49.840445987083, -97.149712563567 49.839869687404, -97.146110942183 49.84108643761, -97.147550248027 49.842867555285, -97.147607391649 49.842879131514, -97.149028230616 49.842398760519, -97.149275979675 49.842314996529, -97.152415101636 49.841253585187, -97.152490231274 49.84122827719, -97.152485832939 49.841222776735, -97.152441573084 49.841167437651, -97.152366454088 49.841192760179, -97.151916038649 49.841345066085, -97.151378277315 49.84067270357)))"
Garden City C.C,725 Kingsbury Ave,false,true,false,true,false,false,false,false,false,false,"(49.949157604625455, -97.14008714737233)","MULTIPOLYGON (((-97.143422078861 49.948648049476, -97.143071273713 49.948534993267, -97.141609250651 49.948063800754, -97.141367992532 49.947986043513, -97.140523865368 49.947713976319, -97.138500102846 49.947061668357, -97.137656200316 49.948152099209, -97.137637230879 49.948176609807, -97.137527206347 49.948318771728, -97.137307155349 49.948603094323, -97.137197128882 49.948745254999, -97.137087101725 49.948887416459, -97.136977073945 49.949029576905, -97.136867044081 49.949171738112, -97.136752215884 49.949320099686, -97.139507331809 49.950207670239, -97.139258127445 49.950530221335, -97.139277175077 49.950566982582, -97.141408681346 49.951253540894, -97.143422078861 49.948648049476)))"
Ralph Brown Community Centre,460 Andrews St,false,true,false,false,false,false,false,false,false,false,"(49.92676633346302, -97.13981462177793)","MULTIPOLYGON (((-97.138369390446 49.92680865358, -97.138559953881 49.926869916998, -97.138750517805 49.926931180107, -97.138941083577 49.92699244383, -97.139131648481 49.927053706322, -97.139227026074 49.927084368211, -97.13932240379 49.927115030022, -97.139417783055 49.927145690879, -97.139512971066 49.92717629192, -97.139608159233 49.927206891985, -97.139703347523 49.927237491972, -97.139798535901 49.927268092782, -97.139893724435 49.927298692616, -97.1399891044 49.92732935391, -97.140084483096 49.927360015104, -97.140195062207 49.927395562351, -97.140252061933 49.927413885524, -97.140633198968 49.927536405958, -97.140690151846 49.927462570166, -97.140737642553 49.927401000172, -97.140785134563 49.927339429279, -97.140832626451 49.927277858365, -97.140880116824 49.927216287407, -97.140927608432 49.927154717349, -97.140975004667 49.927093268973, -97.141022400779 49.927031820576, -97.141069892055 49.926970249555, -97.14111738178 49.926908679389, -97.14116487281 49.926847108325, -97.141212362325 49.926785537217, -97.141259853109 49.92672396611, -97.140878765351 49.926601484469, -97.140821773084 49.926583167115, -97.140711208883 49.926547630589, -97.140615843517 49.926516980009, -97.140520476915 49.926486328432, -97.140425110437 49.926455676776, -97.140329744081 49.926425025044, -97.140234569153 49.926394434771, -97.14013939299 49.926363843499, -97.140044027001 49.926333191535, -97.139948662527 49.926302539517, -97.139853296749 49.926271888298, -97.139757931128 49.926241236102, -97.139567391593 49.926179992118, -97.139376851121 49.926118748702, -97.13918631253 49.926057505, -97.138995773036 49.925996260968, -97.138682536764 49.926402519041, -97.138369390446 49.92680865358)))"
North Kildonan C.C,1144 Kingsford Pl,false,true,false,false,false,false,false,false,false,false,"(49.93342007094277, -97.07360112544914)","MULTIPOLYGON (((-97.073806521261 49.932925222749, -97.073784042523 49.932918914661, -97.073761161783 49.932914271673, -97.073738002205 49.932911318777, -97.073714056876 49.932910061923, -97.073690084888 49.932910611687, -97.073666222352 49.932912964949, -97.07364345932 49.932916575292, -97.073621123979 49.932922260602, -97.073599405057 49.932929972839, -97.073580517858 49.932938603022, -97.07356240958 49.932948766515, -97.073545204431 49.932960393604, -97.07334796903 49.933116216694, -97.073709386961 49.933306544287, -97.073561653865 49.93342326394, -97.07341392148 49.933539982519, -97.073266188344 49.933656701797, -97.073118454526 49.933773419978, -97.073590456849 49.933930114604, -97.074041045236 49.933364619087, -97.074055511481 49.933346463468, -97.073870150205 49.933284927623, -97.074083796372 49.933017182211, -97.073806521261 49.932925222749)))"
McFadyen Playground,416 Assiniboine Ave,false,false,false,false,false,false,false,false,false,true,"(49.883455483593124, -97.14165257238425)","MULTIPOLYGON (((-97.140880278936 49.88329144328, -97.141512705817 49.883980915256, -97.141695138856 49.883911050566, -97.141877571409 49.883841184683, -97.142424865833 49.883631587967, -97.141781360214 49.882930051931, -97.141780539817 49.882930317625, -97.141763583768 49.882940480034, -97.141741062489 49.882961437212, -97.14169060818 49.882992021001, -97.141619664106 49.883022520027, -97.141526192464 49.883050281327, -97.141484488221 49.883066883117, -97.141436957787 49.883092082476, -97.141425686229 49.883097332945, -97.141371924066 49.883116170011, -97.141340685448 49.88312124602, -97.141333189016 49.883117078048, -97.141250275849 49.883157312741, -97.141143861965 49.883186002265, -97.141132254551 49.883194631251, -97.141064673024 49.883223719473, -97.140920497384 49.883278486951, -97.140880278936 49.88329144328)))"
Weston Memorial C.C,1625 Logan Ave,false,true,false,false,false,false,false,false,false,false,"(49.92201145354436, -97.19250686892525)","MULTIPOLYGON (((-97.191938867082 49.920652492176, -97.191750313357 49.920898057444, -97.191720145294 49.920937348155, -97.19153159071 49.921182913052, -97.191437311281 49.921305695802, -97.191246485187 49.92155421382, -97.191216322099 49.92159349818, -97.191122174282 49.921716108224, -97.191075090653 49.921777426109, -97.191028006937 49.921838743073, -97.1909809231 49.921900060017, -97.190933839108 49.921961377838, -97.190886755029 49.922022694739, -97.190839670795 49.922084012518, -97.190792586474 49.922145329377, -97.190745501998 49.922206647115, -97.190698417435 49.922267963932, -97.190651332717 49.922329281626, -97.190604247911 49.922390598401, -97.190543058527 49.92247028397, -97.190887180956 49.922561805759, -97.191028832481 49.922599478492, -97.191372955423 49.922690997936, -97.191569660772 49.92274331084, -97.19191378719 49.922834828721, -97.192055440344 49.922872500216, -97.192399568601 49.922964017572, -97.192596274818 49.923016328735, -97.192940405192 49.923107843608, -97.193082059974 49.923145513864, -97.193426192186 49.923237028212, -97.193622900664 49.923289337655, -97.193927795477 49.923370414913, -97.193970073322 49.923315430824, -97.193988946779 49.923290884406, -97.194065008169 49.923315228429, -97.194093314923 49.923278349358, -97.19414048502 49.923216892198, -97.194187656387 49.923155435038, -97.194234826275 49.923093976936, -97.194329168403 49.922971062511, -97.194376337892 49.922909605245, -97.194423508652 49.922848147979, -97.194470679324 49.922786689794, -97.194448398875 49.9226273061, -97.194448352463 49.922578391826, -97.194448062491 49.922269700059, -97.194414224828 49.922258866706, -97.194224124117 49.922198002074, -97.194129073943 49.922167569643, -97.19403402389 49.922137137135, -97.193938975318 49.922106705471, -97.193843925508 49.92207627281, -97.193748875819 49.922045840072, -97.193653826251 49.922015407257, -97.193558776805 49.921984974365, -97.193421906642 49.921941151131, -97.193231809821 49.921880285817, -97.193136760913 49.921849852584, -97.193041712127 49.921819419275, -97.193136409243 49.921696785672, -97.193324706823 49.921451149442, -97.193354835307 49.92141184781, -97.19354313067 49.921166210291, -97.193459495893 49.9211394299, -97.193364455278 49.921108996074, -97.193269414749 49.921078563071, -97.193174375735 49.921048130012, -97.193079335449 49.921017696856, -97.192984295285 49.920987263622, -97.192889256634 49.920956830334, -97.192794216712 49.920926396947, -97.192699176911 49.920895963483, -97.192604138658 49.920865529065, -97.192509099099 49.920835095448, -97.192414059662 49.920804661754, -97.192319020347 49.920774227983, -97.192223982545 49.920743794157, -97.192128943472 49.920713360233, -97.19203390452 49.920682926232, -97.191938867082 49.920652492176)))"
Mandeville Park / Deer Lodge Tennis Court,2050 Ness Ave,false,false,false,false,false,false,true,false,false,false,"(49.8841249602424, -97.23204235882349)","MULTIPOLYGON (((-97.232530173212 49.883729410309, -97.231637825453 49.883662675192, -97.231554544435 49.884552511719, -97.23245021459 49.884587245293, -97.232530173212 49.883729410309)))"
Strathcona Recreation Centre Wading Pool,233 Mckenzie St,false,false,false,false,false,false,false,false,false,true,"(49.92046310605979, -97.1477898652689)","MULTIPOLYGON (((-97.1464745134 49.920341446318, -97.146599759433 49.920381938993, -97.146725007036 49.920422432456, -97.14685025346 49.920462925764, -97.146975500131 49.920503418039, -97.147100748372 49.920543911103, -97.147225995434 49.920584404011, -97.147351242742 49.920624895887, -97.147476490229 49.920665388529, -97.147601739321 49.920705881059, -97.147726987268 49.920746372536, -97.147852235393 49.920786864778, -97.147977483731 49.920827356887, -97.148102733708 49.920867847985, -97.148227982471 49.920908339828, -97.148353231446 49.920948831537, -97.148478482061 49.920989322236, -97.148603731462 49.921029813679, -97.148728981075 49.921070304989, -97.148917100064 49.920827543451, -97.149105217138 49.920584781576, -97.148979971265 49.920544289826, -97.148854726996 49.920503797965, -97.148729481583 49.920463305049, -97.148604236347 49.9204228129, -97.148478991324 49.920382320617, -97.148353747907 49.920341828223, -97.148228503309 49.920301335674, -97.148103258924 49.920260842991, -97.147978016179 49.920220349299, -97.147852772219 49.92017985635, -97.147727528472 49.920139363268, -97.14760228633 49.920098870074, -97.147477043008 49.920058376726, -97.147351799934 49.920017882345, -97.14722655843 49.919977388753, -97.147101315746 49.919936895004, -97.146976073275 49.919896401123, -97.146850832409 49.919855907131, -97.146662673183 49.920098676432, -97.1464745134 49.920341446318)))"
Chalmers C.C,480 Chalmers Ave,false,true,false,false,false,false,false,false,false,false,"(49.90898936249218, -97.09955395545478)","MULTIPOLYGON (((-97.102261972428 49.910451780011, -97.102197468507 49.910429522688, -97.102133214084 49.91040655503, -97.10206921698 49.910382879833, -97.102006300699 49.910358817124, -97.101943650236 49.910334070573, -97.101881273023 49.910308643116, -97.101667915143 49.910216284631, -97.101459057134 49.910114157227, -97.101255145991 49.910002479475, -97.101068071508 49.909888817206, -97.100886124139 49.909767116227, -97.100709649082 49.909637607433, -97.100633643322 49.909576890223, -97.100559229344 49.909514232301, -97.100486456688 49.909449675383, -97.100417617047 49.909385411411, -97.100350403936 49.909319448149, -97.100284859289 49.909251826751, -97.100160944883 49.909114103945, -97.100047070329 49.90896797066, -97.099943804745 49.908814157233, -97.099857086197 49.908663661604, -97.099780527436 49.908507752023, -97.099714464783 49.908347113401, -97.099682416533 49.908251251238, -97.099655089937 49.908153937817, -97.099632550259 49.908055405551, -97.099615109319 49.907957574141, -97.099602387596 49.90785901792, -97.099594414456 49.907759964398, -97.099591575165 49.907666846977, -97.099593055835 49.907573698047, -97.099598853282 49.907480717913, -97.099609040918 49.907387459704, -97.099623571137 49.907294778777, -97.099642412256 49.907202877233, -97.09964809121 49.907178654654, -97.099654055175 49.90715450067, -97.099660303324 49.907130418634, -97.099666870484 49.907106283688, -97.099673723078 49.907082228229, -97.099680860144 49.90705825563, -97.096845938482 49.909302684301, -97.101721931967 49.910920469354, -97.101888668877 49.910920442854, -97.102261972428 49.910451780011)))"
Dean Findlay Park /  Windsor C.C,99 Springside Dr,false,true,false,false,false,false,false,false,false,false,"(49.853617164151984, -97.11890100175131)","MULTIPOLYGON (((-97.120156336471 49.85310249002, -97.119972700788 49.853154749416, -97.119785634626 49.853192950978, -97.119596212514 49.853216875275, -97.119400365019 49.853226441101, -97.119204366787 49.853220745542, -97.119009405257 49.853199823102, -97.117716729437 49.853012615052, -97.117289499087 49.853155817701, -97.117364151958 49.853249133068, -97.117331233844 49.853252589353, -97.117298734824 49.853258863255, -97.117266895615 49.853267908303, -97.117235952046 49.853279657502, -97.117206133313 49.853294023828, -97.11717766028 49.853310900869, -97.117151322122 49.853329711803, -97.1171266589 49.853350670697, -97.117103845288 49.853373629113, -97.117083042859 49.85339842445, -97.117064398946 49.853424881099, -97.117068210207 49.853460066771, -97.117075154959 49.853494770196, -97.117085177473 49.85352871289, -97.117098197323 49.853561622474, -97.117114110028 49.853593234862, -97.117132787894 49.853623296375, -97.117154081039 49.85365156578, -97.117177818592 49.853677816224, -97.117203810067 49.853701837058, -97.117231846893 49.853723435522, -97.117261564195 49.853742357795, -97.117292849011 49.85375855751, -97.117325452572 49.853771905854, -97.117359115625 49.853782296683, -97.117393570491 49.853789647374, -97.117428543196 49.853793899475, -97.117463755648 49.853795019175, -97.117498927847 49.853792997572, -97.117533780115 49.853787850739, -97.117568035317 49.853779619604, -97.117601421066 49.853768369616, -97.117633671889 49.853754190234, -97.117664531337 49.853737194207, -97.117693754025 49.853717516683, -97.117721107583 49.853695314131, -97.118142248956 49.854221713252, -97.120210977386 49.853528874824, -97.120487918506 49.853874315062, -97.120737604557 49.853790739762, -97.120394925365 49.853365196993, -97.120372329089 49.853372759155, -97.120156336471 49.85310249002)))"
Maples Community Centre - Elwick site,44 Maberley Rd,false,true,false,false,false,false,false,false,false,false,"(49.945313940100114, -97.16674536862814)","MULTIPOLYGON (((-97.164934455817 49.945360606466, -97.16535266021 49.945494987007, -97.165325741503 49.945529874284, -97.167835017256 49.946336128713, -97.167948655832 49.946188919677, -97.168062292346 49.946041709598, -97.168480521508 49.946176148424, -97.168556281439 49.946078032064, -97.167669554694 49.945793057841, -97.167618583211 49.945694895827, -97.168060190926 49.94512268749, -97.168325211736 49.944779282331, -97.168097061715 49.944705994514, -97.167888816771 49.944975913597, -97.167660668385 49.944902612358, -97.167451532633 49.944835419162, -97.167242397471 49.944768225595, -97.167033262899 49.944701031655, -97.166824130309 49.944633837367, -97.166614996916 49.944566642685, -97.166405864112 49.944499447631, -97.166196731899 49.944432252206, -97.165987600275 49.94436505641, -97.165759457737 49.944291751487, -97.164934455817 49.945360606466)))"
Trafford Playground /  Norberry - Glenlee C.C - Glenlee Site,176 Worthington Ave,false,true,false,false,false,false,false,false,false,false,"(49.84126946654487, -97.09738988606173)","MULTIPOLYGON (((-97.097561030172 49.840356592065, -97.097489735191 49.840381157535, -97.097358062194 49.840426526824, -97.097225345584 49.840472255725, -97.097227930447 49.840477270678, -97.096945247182 49.840574705351, -97.096772751703 49.840240002356, -97.096024602151 49.840497575137, -97.096038166524 49.840523937865, -97.096369277239 49.841167002182, -97.096513289547 49.84124160328, -97.096939148702 49.84175921273, -97.097383207284 49.842298930734, -97.098474202991 49.84192354709, -97.098755169973 49.841826871196, -97.098509532643 49.841529282926, -97.098409760084 49.841408408062, -97.098309988052 49.841287532217, -97.098325452198 49.841282210815, -97.098215657171 49.841149265344, -97.098105862774 49.841016318874, -97.097996067547 49.840883373181, -97.09783864417 49.840692753165, -97.097818382284 49.840668218264, -97.097561030172 49.840356592065)))"
Tyndall Park C.C / Tyndall Park School Wading Pool,2255 King Edward St,false,true,false,false,false,false,false,false,false,true,"(49.93668382801941, -97.20406606238453)","MULTIPOLYGON (((-97.206552478961 49.934958417931, -97.206128045731 49.934958778411, -97.206128146038 49.935013568839, -97.204905310951 49.935014600103, -97.204506807115 49.93501493331, -97.20450718846 49.935342449203, -97.204019079729 49.93534259311, -97.204019374817 49.935671438913, -97.201575963871 49.935671869142, -97.20157668496 49.936522095845, -97.201578284153 49.938409238108, -97.206556160898 49.938405193434, -97.206555327053 49.937624189172, -97.204432389583 49.937625811751, -97.204718841501 49.937301879518, -97.204431774214 49.937024978066, -97.204430922187 49.936193368336, -97.204472659703 49.936193336755, -97.20490597823 49.93619300799, -97.206553796695 49.936191745094, -97.206552478961 49.934958417931)))"
Cordova Park,372 Cordova ST,false,false,false,false,false,false,false,false,false,true,"(49.86611552695866, -97.18897569595303)","MULTIPOLYGON (((-97.188418857758 49.866900364218, -97.188862568499 49.866916128987, -97.188947108088 49.866919867353, -97.189390435848 49.866939465742, -97.189529385294 49.865368386903, -97.189532534148 49.865332786322, -97.189089443124 49.865311474, -97.189004900902 49.865307427448, -97.188561184883 49.865291588176, -97.188558040491 49.865327132334, -97.18853407812 49.865597989295, -97.188526085446 49.865688348877, -97.188470173455 49.866320329216, -97.188462182715 49.866410663824, -97.188430234239 49.866771771166, -97.188418857758 49.866900364218)))"
McKittrick Park,790 Rathgar Ave,false,false,false,false,false,false,false,false,false,true,"(49.85745964892983, -97.14470394684349)","MULTIPOLYGON (((-97.14645277832 49.856472167014, -97.146264804863 49.856535604345, -97.14588885371 49.856662478029, -97.145700878794 49.856725914426, -97.145136946958 49.856916221685, -97.144948970097 49.856979656838, -97.144573012135 49.857106526165, -97.144385033815 49.857169960385, -97.144009072935 49.857296827845, -97.14382109319 49.857360260231, -97.143445129392 49.857487125824, -97.143196993869 49.857570856964, -97.142821026842 49.85769772049, -97.142633043989 49.857761151809, -97.14244505926 49.857824582794, -97.142947312475 49.858447130846, -97.143135663091 49.858384146564, -97.143324011833 49.858321161947, -97.143512361447 49.858258177939, -97.144137677576 49.858049066077, -97.1443260251 49.857986080719, -97.144514372175 49.857923094151, -97.144702717376 49.857860107247, -97.144891063449 49.857797120953, -97.145267754212 49.857671145629, -97.145456097444 49.857608158375, -97.145832785305 49.857482181178, -97.146021128475 49.857419193009, -97.146209469806 49.857356203607, -97.146397812043 49.857293213915, -97.146586153762 49.857230224809, -97.146774495032 49.857167234492, -97.146962834427 49.857104243841, -97.14645277832 49.856472167014)))"
Lomond Park,1199 Paterson St,false,false,false,false,false,false,false,false,false,true,"(49.859767497917716, -97.06003276404215)","MULTIPOLYGON (((-97.061109958934 49.860727773946, -97.061150445812 49.86071128038, -97.061191141237 49.860695308297, -97.061232038493 49.860679860334, -97.061273756404 49.860664716491, -97.06131566827 49.860650118012, -97.061357766963 49.860636067381, -97.061206263636 49.860442601271, -97.061204084544 49.859328497302, -97.06159421452 49.859328471262, -97.061594038772 49.859191327555, -97.061593897896 49.859081612404, -97.061312364805 49.859081515804, -97.061056269416 49.859081426521, -97.061030831771 49.859081417622, -97.060797634339 49.859081335994, -97.060797370346 49.858807233508, -97.06069986258 49.858807221889, -97.058471313565 49.859015737239, -97.05861151263 49.859106707849, -97.058761171391 49.859203814912, -97.058910830753 49.859300921787, -97.059060490679 49.859398029373, -97.059225117179 49.859504846891, -97.059228109554 49.85950678848, -97.05938974576 49.859611665102, -97.059395730535 49.859615548273, -97.059554373711 49.859718482167, -97.059563350915 49.859724306908, -97.059719001023 49.859825298569, -97.059724985839 49.859829181731, -97.059883629041 49.859932114758, -97.059886621462 49.859934056335, -97.060048259176 49.860038930743, -97.060209896235 49.86014380401, -97.060212888676 49.860145745583, -97.060377520236 49.860252562401, -97.06054514638 49.86036132058, -97.060712771922 49.860470077601, -97.060730726925 49.860481726888, -97.060886385967 49.860582718829, -97.061109958934 49.860727773946)))"
